disease_name,body_part,image_path,condition
atopic-dermatitis,torso,../data-collection/dataset/disease-classification\atopic-dermatitis\torso\atopic-dermatitis-0025__PF.jpg,Benign
atopic-dermatitis,torso,../data-collection/dataset/disease-classification\atopic-dermatitis\torso\atopic-dermatitis-0035__PF.jpg,Benign
atopic-dermatitis,torso,../data-collection/dataset/disease-classification\atopic-dermatitis\torso\atopic32__PF.jpg,Benign
atopic-dermatitis,torso,../data-collection/dataset/disease-classification\atopic-dermatitis\torso\atopic35__PF.jpg,Benign
atopic-dermatitis,torso,../data-collection/dataset/disease-classification\atopic-dermatitis\torso\atopic43__PF.jpg,Benign
atopic-dermatitis,zoomed,../data-collection/dataset/disease-classification\atopic-dermatitis\zoomed\atopic-dermatitis-0017__PF.jpg,Benign
atopic-dermatitis,zoomed,../data-collection/dataset/disease-classification\atopic-dermatitis\zoomed\atopic-dermatitis-0018__PF.jpg,Benign
atopic-dermatitis,zoomed,../data-collection/dataset/disease-classification\atopic-dermatitis\zoomed\atopic-dermatitis-0019__PF.jpg,Benign
atopic-dermatitis,zoomed,../data-collection/dataset/disease-classification\atopic-dermatitis\zoomed\atopic-dermatitis-0020__PF.jpg,Benign
atopic-dermatitis,zoomed,../data-collection/dataset/disease-classification\atopic-dermatitis\zoomed\atopic-dermatitis-0021__PF.jpg,Benign
atopic-dermatitis,zoomed,../data-collection/dataset/disease-classification\atopic-dermatitis\zoomed\atopic-dermatitis-0022__PF.jpg,Benign
atopic-dermatitis,zoomed,../data-collection/dataset/disease-classification\atopic-dermatitis\zoomed\atopic-dermatitis-0023__PF.jpg,Benign
atopic-dermatitis,zoomed,../data-collection/dataset/disease-classification\atopic-dermatitis\zoomed\atopic-dermatitis-0024__PF.jpg,Benign
atopic-dermatitis,zoomed,../data-collection/dataset/disease-classification\atopic-dermatitis\zoomed\atopic23__PF.jpg,Benign
atopic-dermatitis,zoomed,../data-collection/dataset/disease-classification\atopic-dermatitis\zoomed\atopic29__PF.jpg,Benign
atopic-dermatitis,zoomed,../data-collection/dataset/disease-classification\atopic-dermatitis\zoomed\atopic5__PF.jpg,Benign
atopic-hand-dermatitis,hand,../data-collection/dataset/disease-classification\atopic-hand-dermatitis\hand\atopic-hand-dermatitis-0001__PF.jpg,Benign
atopic-hand-dermatitis,hand,../data-collection/dataset/disease-classification\atopic-hand-dermatitis\hand\atopic-hand-dermatitis-0002__PF.jpg,Benign
atopic-hand-dermatitis,hand,../data-collection/dataset/disease-classification\atopic-hand-dermatitis\hand\atopic-hand-dermatitis-0003__PF.jpg,Benign
atopic-hand-dermatitis,hand,../data-collection/dataset/disease-classification\atopic-hand-dermatitis\hand\atopic-hand-dermatitis-0004__PF.jpg,Benign
atopic-hand-dermatitis,hand,../data-collection/dataset/disease-classification\atopic-hand-dermatitis\hand\atopic-hand-dermatitis-0005__PF.jpg,Benign
atopic-hand-dermatitis,hand,../data-collection/dataset/disease-classification\atopic-hand-dermatitis\hand\atopic-hand-dermatitis-0006__PF.jpg,Benign
atopic-hand-dermatitis,hand,../data-collection/dataset/disease-classification\atopic-hand-dermatitis\hand\atopic-hand-dermatitis-0007__PF.jpg,Benign
atopic-hand-dermatitis,hand,../data-collection/dataset/disease-classification\atopic-hand-dermatitis\hand\atopic-hand-dermatitis-0008__PF.jpg,Benign
atopic-hand-dermatitis,hand,../data-collection/dataset/disease-classification\atopic-hand-dermatitis\hand\atopic-hand-dermatitis-0009__PF.jpg,Benign
atopic-hand-dermatitis,hand,../data-collection/dataset/disease-classification\atopic-hand-dermatitis\hand\atopic-hand-dermatitis-0010__PF.jpg,Benign
atopic-hand-dermatitis,hand,../data-collection/dataset/disease-classification\atopic-hand-dermatitis\hand\atopic-hand-dermatitis-0011__PF.jpg,Benign
atypical-fibroxanthoma,arm,../data-collection/dataset/disease-classification\atypical-fibroxanthoma\arm\pleomorphic-dermal-sarcoma-0002__PF.jpg,Malignant
atypical-fibroxanthoma,head,../data-collection/dataset/disease-classification\atypical-fibroxanthoma\head\pleomorphic-dermal-sarcoma-0001__PF.jpg,Malignant
atypical-fibroxanthoma,zoomed,../data-collection/dataset/disease-classification\atypical-fibroxanthoma\zoomed\pleomorphic-dermal-sarcoma-0003__PF.jpg,Malignant
atypical-fibroxanthoma,zoomed,../data-collection/dataset/disease-classification\atypical-fibroxanthoma\zoomed\pleomorphic-dermal-sarcoma-0004__PF.jpg,Malignant
atypical-mycobacterial-infection,arm,../data-collection/dataset/disease-classification\atypical-mycobacterial-infection\arm\atypical-mycobacteria-01__PF.jpg,Benign
atypical-mycobacterial-infection,arm,../data-collection/dataset/disease-classification\atypical-mycobacterial-infection\arm\atypical-mycobacteria-11__PF.jpg,Benign
atypical-mycobacterial-infection,arm,../data-collection/dataset/disease-classification\atypical-mycobacterial-infection\arm\atypical-mycobacteria-14__PF.jpg,Benign
atypical-mycobacterial-infection,arm,../data-collection/dataset/disease-classification\atypical-mycobacterial-infection\arm\atypical-mycobacteria-16__PF.jpg,Benign
atypical-mycobacterial-infection,arm,../data-collection/dataset/disease-classification\atypical-mycobacterial-infection\arm\atypical-mycobacteria-infection-00003__PF.jpg,Benign
atypical-mycobacterial-infection,arm,../data-collection/dataset/disease-classification\atypical-mycobacterial-infection\arm\atypical-mycobacteria-infection-00005__PF.jpg,Benign
atypical-mycobacterial-infection,arm,../data-collection/dataset/disease-classification\atypical-mycobacterial-infection\arm\atypical-mycobacteria-infection-00006__PF.jpg,Benign
atypical-mycobacterial-infection,arm,../data-collection/dataset/disease-classification\atypical-mycobacterial-infection\arm\atypical-mycobacteria-infection-00007__PF.jpg,Benign
atypical-mycobacterial-infection,arm,../data-collection/dataset/disease-classification\atypical-mycobacterial-infection\arm\atypical-mycobacteria-infection-00008__PF.jpg,Benign
atypical-mycobacterial-infection,arm,../data-collection/dataset/disease-classification\atypical-mycobacterial-infection\arm\atypical-mycobacteria-infection-00009__PF.jpg,Benign
atypical-mycobacterial-infection,arm,../data-collection/dataset/disease-classification\atypical-mycobacterial-infection\arm\atypical-mycobacteria-infection-00010__PF.jpg,Benign
atypical-mycobacterial-infection,arm,../data-collection/dataset/disease-classification\atypical-mycobacterial-infection\arm\atypical-mycobacteria-infection-00012__PF.jpg,Benign
atypical-mycobacterial-infection,arm,../data-collection/dataset/disease-classification\atypical-mycobacterial-infection\arm\m-marinum-2__PF.jpg,Benign
atypical-mycobacterial-infection,arm,../data-collection/dataset/disease-classification\atypical-mycobacterial-infection\arm\m-marinum-3__PF.jpg,Benign
atypical-mycobacterial-infection,feet,../data-collection/dataset/disease-classification\atypical-mycobacterial-infection\feet\atypical-mycobacteria-infection-00011__PF.jpg,Benign
atypical-mycobacterial-infection,feet,../data-collection/dataset/disease-classification\atypical-mycobacterial-infection\feet\atypical-mycobacteria-infection-00013__PF.jpg,Benign
atypical-mycobacterial-infection,hand,../data-collection/dataset/disease-classification\atypical-mycobacterial-infection\hand\atyp-mb3__PF.jpg,Benign
atypical-mycobacterial-infection,hand,../data-collection/dataset/disease-classification\atypical-mycobacterial-infection\hand\atyp-mb4__PF.jpg,Benign
atypical-mycobacterial-infection,hand,../data-collection/dataset/disease-classification\atypical-mycobacterial-infection\hand\atyp-mb5__PF.jpg,Benign
atypical-mycobacterial-infection,hand,../data-collection/dataset/disease-classification\atypical-mycobacterial-infection\hand\atyp-mb6__PF.jpg,Benign
atypical-mycobacterial-infection,hand,../data-collection/dataset/disease-classification\atypical-mycobacterial-infection\hand\atypical-mycobacteria-04__PF.jpg,Benign
atypical-mycobacterial-infection,hand,../data-collection/dataset/disease-classification\atypical-mycobacterial-infection\hand\atypical-mycobacteria-06__PF.jpg,Benign
atypical-mycobacterial-infection,hand,../data-collection/dataset/disease-classification\atypical-mycobacterial-infection\hand\atypical-mycobacteria-07__PF.jpg,Benign
atypical-mycobacterial-infection,hand,../data-collection/dataset/disease-classification\atypical-mycobacterial-infection\hand\atypical-mycobacteria-09__PF.jpg,Benign
atypical-mycobacterial-infection,hand,../data-collection/dataset/disease-classification\atypical-mycobacterial-infection\hand\atypical-mycobacteria-infection-00002__PF.jpg,Benign
atypical-mycobacterial-infection,hand,../data-collection/dataset/disease-classification\atypical-mycobacterial-infection\hand\atypical-mycobacteria-infection-00024__PF.jpg,Benign
atypical-mycobacterial-infection,hand,../data-collection/dataset/disease-classification\atypical-mycobacterial-infection\hand\atypical-mycobacteria-infection-00025__PF.jpg,Benign
atypical-mycobacterial-infection,hand,../data-collection/dataset/disease-classification\atypical-mycobacterial-infection\hand\atypical-mycobacteria-infection-00026__PF.jpg,Benign
atypical-mycobacterial-infection,hand,../data-collection/dataset/disease-classification\atypical-mycobacterial-infection\hand\atypical-mycobacteria-infection-00027__PF.jpg,Benign
atypical-mycobacterial-infection,hand,../data-collection/dataset/disease-classification\atypical-mycobacterial-infection\hand\atypical-mycobacteria-infection-00028__PF.jpg,Benign
atypical-mycobacterial-infection,hand,../data-collection/dataset/disease-classification\atypical-mycobacterial-infection\hand\atypical-mycobacteria-infection-00029__PF.jpg,Benign
atypical-mycobacterial-infection,hand,../data-collection/dataset/disease-classification\atypical-mycobacterial-infection\hand\atypical-mycobacteria-infection-00030__PF.jpg,Benign
atypical-mycobacterial-infection,hand,../data-collection/dataset/disease-classification\atypical-mycobacterial-infection\hand\atypical-mycobacteria-infection-00031__PF.jpg,Benign
atypical-mycobacterial-infection,leg,../data-collection/dataset/disease-classification\atypical-mycobacterial-infection\leg\atyp-mb2__PF.jpg,Benign
atypical-mycobacterial-infection,leg,../data-collection/dataset/disease-classification\atypical-mycobacterial-infection\leg\atypical-mycobacteria-03__PF.jpg,Benign
atypical-mycobacterial-infection,leg,../data-collection/dataset/disease-classification\atypical-mycobacterial-infection\leg\atypical-mycobacteria-12__PF.jpg,Benign
atypical-mycobacterial-infection,leg,../data-collection/dataset/disease-classification\atypical-mycobacterial-infection\leg\atypical-mycobacteria-infection-00018__PF.jpg,Benign
atypical-mycobacterial-infection,leg,../data-collection/dataset/disease-classification\atypical-mycobacterial-infection\leg\atypical-mycobacteria-infection-00019__PF.jpg,Benign
atypical-mycobacterial-infection,leg,../data-collection/dataset/disease-classification\atypical-mycobacterial-infection\leg\atypical-mycobacteria-infection-00020__PF.jpg,Benign
atypical-mycobacterial-infection,leg,../data-collection/dataset/disease-classification\atypical-mycobacterial-infection\leg\atypical-mycobacteria-infection-00021__PF.jpg,Benign
atypical-mycobacterial-infection,zoomed,../data-collection/dataset/disease-classification\atypical-mycobacterial-infection\zoomed\atyp-mb__PF.jpg,Benign
atypical-mycobacterial-infection,zoomed,../data-collection/dataset/disease-classification\atypical-mycobacterial-infection\zoomed\atypical-mycobacteria-02__PF.jpg,Benign
atypical-mycobacterial-infection,zoomed,../data-collection/dataset/disease-classification\atypical-mycobacterial-infection\zoomed\atypical-mycobacteria-05__PF.jpg,Benign
atypical-mycobacterial-infection,zoomed,../data-collection/dataset/disease-classification\atypical-mycobacterial-infection\zoomed\atypical-mycobacteria-08__PF.jpg,Benign
atypical-mycobacterial-infection,zoomed,../data-collection/dataset/disease-classification\atypical-mycobacterial-infection\zoomed\atypical-mycobacteria-10__PF.jpg,Benign
atypical-mycobacterial-infection,zoomed,../data-collection/dataset/disease-classification\atypical-mycobacterial-infection\zoomed\atypical-mycobacteria-13__PF.jpg,Benign
atypical-mycobacterial-infection,zoomed,../data-collection/dataset/disease-classification\atypical-mycobacterial-infection\zoomed\atypical-mycobacteria-15__PF.jpg,Benign
atypical-mycobacterial-infection,zoomed,../data-collection/dataset/disease-classification\atypical-mycobacterial-infection\zoomed\atypical-mycobacteria-infection-00001__PF.jpg,Benign
atypical-mycobacterial-infection,zoomed,../data-collection/dataset/disease-classification\atypical-mycobacterial-infection\zoomed\atypical-mycobacteria-infection-00004__PF.jpg,Benign
atypical-mycobacterial-infection,zoomed,../data-collection/dataset/disease-classification\atypical-mycobacterial-infection\zoomed\atypical-mycobacteria-infection-00014__PF.jpg,Benign
atypical-mycobacterial-infection,zoomed,../data-collection/dataset/disease-classification\atypical-mycobacterial-infection\zoomed\atypical-mycobacteria-infection-00015__PF.jpg,Benign
atypical-mycobacterial-infection,zoomed,../data-collection/dataset/disease-classification\atypical-mycobacterial-infection\zoomed\atypical-mycobacteria-infection-00016__PF.jpg,Benign
atypical-mycobacterial-infection,zoomed,../data-collection/dataset/disease-classification\atypical-mycobacterial-infection\zoomed\atypical-mycobacteria-infection-00017__PF.jpg,Benign
atypical-mycobacterial-infection,zoomed,../data-collection/dataset/disease-classification\atypical-mycobacterial-infection\zoomed\atypical-mycobacteria-infection-00022__PF.jpg,Benign
atypical-mycobacterial-infection,zoomed,../data-collection/dataset/disease-classification\atypical-mycobacterial-infection\zoomed\atypical-mycobacteria-infection-00023__PF.jpg,Benign
atypical-mycobacterial-infection,zoomed,../data-collection/dataset/disease-classification\atypical-mycobacterial-infection\zoomed\atypical-mycobacteria-infection-00032__PF.jpg,Benign
autonomic-denervation-dermatitis,leg,../data-collection/dataset/disease-classification\autonomic-denervation-dermatitis\leg\autonomic-denervation-dermatitis-0001__PF.jpg,Benign
autonomic-denervation-dermatitis,leg,../data-collection/dataset/disease-classification\autonomic-denervation-dermatitis\leg\autonomic-denervation-dermatitis-0002__PF.jpg,Benign
autonomic-denervation-dermatitis,leg,../data-collection/dataset/disease-classification\autonomic-denervation-dermatitis\leg\autonomic-denervation-dermatitis-0003__PF.jpg,Benign
basal-cell-carcinoma,arm,../data-collection/dataset/disease-classification\basal-cell-carcinoma\arm\sbcc-arm-14-dn__PF.jpg,Malignant
basal-cell-carcinoma,arm,../data-collection/dataset/disease-classification\basal-cell-carcinoma\arm\Superficial-basal-cell-carcinoma-21__PF.jpg,Malignant
basal-cell-carcinoma,back,../data-collection/dataset/disease-classification\basal-cell-carcinoma\back\bcc-102__PF.jpg,Malignant
basal-cell-carcinoma,back,../data-collection/dataset/disease-classification\basal-cell-carcinoma\back\superficial-basal-cell-carcinoma-0004__PF.jpg,Malignant
basal-cell-carcinoma,back,../data-collection/dataset/disease-classification\basal-cell-carcinoma\back\superficial-basal-cell-carcinoma-0005__PF.jpg,Malignant
basal-cell-carcinoma,back,../data-collection/dataset/disease-classification\basal-cell-carcinoma\back\Superficial-basal-cell-carcinoma-27__PF.jpg,Malignant
basal-cell-carcinoma,back,../data-collection/dataset/disease-classification\basal-cell-carcinoma\back\Superficial-basal-cell-carcinoma-33__PF.jpg,Malignant
basal-cell-carcinoma,back,../data-collection/dataset/disease-classification\basal-cell-carcinoma\back\Superficial-basal-cell-carcinoma-6__PF.jpg,Malignant
basal-cell-carcinoma,ear,../data-collection/dataset/disease-classification\basal-cell-carcinoma\ear\basal-cell-carcinoma-0003__PF.jpg,Malignant
basal-cell-carcinoma,face,../data-collection/dataset/disease-classification\basal-cell-carcinoma\face\basal-cell-carcinoma-0009__PF.jpg,Malignant
basal-cell-carcinoma,face,../data-collection/dataset/disease-classification\basal-cell-carcinoma\face\bcc-101__PF.jpg,Malignant
basal-cell-carcinoma,face,../data-collection/dataset/disease-classification\basal-cell-carcinoma\face\Superficial-basal-cell-carcinoma-26__PF.jpg,Malignant
basal-cell-carcinoma,hand,../data-collection/dataset/disease-classification\basal-cell-carcinoma\hand\basal-cell-carcinoma-0001__PF.jpg,Malignant
basal-cell-carcinoma,head,../data-collection/dataset/disease-classification\basal-cell-carcinoma\head\basal-cell-carcinoma-0002__PF.jpg,Malignant
basal-cell-carcinoma,leg,../data-collection/dataset/disease-classification\basal-cell-carcinoma\leg\sbcc-arm-19-wdhb__PF.jpg,Malignant
basal-cell-carcinoma,leg,../data-collection/dataset/disease-classification\basal-cell-carcinoma\leg\sbcc-leg-12-dn__PF.jpg,Malignant
basal-cell-carcinoma,leg,../data-collection/dataset/disease-classification\basal-cell-carcinoma\leg\sbcc-leg-15-dn__PF.jpg,Malignant
basal-cell-carcinoma,leg,../data-collection/dataset/disease-classification\basal-cell-carcinoma\leg\sbcc-leg-17-wdhb__PF.jpg,Malignant
basal-cell-carcinoma,leg,../data-collection/dataset/disease-classification\basal-cell-carcinoma\leg\sbcc-leg-18-dn__PF.jpg,Malignant
basal-cell-carcinoma,leg,../data-collection/dataset/disease-classification\basal-cell-carcinoma\leg\sbcc-leg-19-dn__PF.jpg,Malignant
basal-cell-carcinoma,leg,../data-collection/dataset/disease-classification\basal-cell-carcinoma\leg\sbcc-leg-20-dn__PF.jpg,Malignant
basal-cell-carcinoma,leg,../data-collection/dataset/disease-classification\basal-cell-carcinoma\leg\Superficial-basal-cell-carcinoma-14__PF.jpg,Malignant
basal-cell-carcinoma,mouth,../data-collection/dataset/disease-classification\basal-cell-carcinoma\mouth\basal-cell-carcinoma-0005__PF.jpg,Malignant
basal-cell-carcinoma,mouth,../data-collection/dataset/disease-classification\basal-cell-carcinoma\mouth\basal-cell-carcinoma-0007__PF.jpg,Malignant
basal-cell-carcinoma,mouth,../data-collection/dataset/disease-classification\basal-cell-carcinoma\mouth\basal-cell-carcinoma-0011__PF.jpg,Malignant
basal-cell-carcinoma,neck,../data-collection/dataset/disease-classification\basal-cell-carcinoma\neck\Superficial-basal-cell-carcinoma-7__PF.jpg,Malignant
basal-cell-carcinoma,torso,../data-collection/dataset/disease-classification\basal-cell-carcinoma\torso\Superficial-basal-cell-carcinoma-4__PF.jpg,Malignant
basal-cell-carcinoma,zoomed,../data-collection/dataset/disease-classification\basal-cell-carcinoma\zoomed\0669-2__PF.jpg,Malignant
basal-cell-carcinoma,zoomed,../data-collection/dataset/disease-classification\basal-cell-carcinoma\zoomed\0768sBCC__PF.jpg,Malignant
basal-cell-carcinoma,zoomed,../data-collection/dataset/disease-classification\basal-cell-carcinoma\zoomed\basal-cell-carcinoma-0004__PF.jpg,Malignant
basal-cell-carcinoma,zoomed,../data-collection/dataset/disease-classification\basal-cell-carcinoma\zoomed\basal-cell-carcinoma-0006__PF.jpg,Malignant
basal-cell-carcinoma,zoomed,../data-collection/dataset/disease-classification\basal-cell-carcinoma\zoomed\basal-cell-carcinoma-0008__PF.jpg,Malignant
basal-cell-carcinoma,zoomed,../data-collection/dataset/disease-classification\basal-cell-carcinoma\zoomed\basal-cell-carcinoma-0010__PF.jpg,Malignant
basal-cell-carcinoma,zoomed,../data-collection/dataset/disease-classification\basal-cell-carcinoma\zoomed\bcc-100__PF.jpg,Malignant
basal-cell-carcinoma,zoomed,../data-collection/dataset/disease-classification\basal-cell-carcinoma\zoomed\bcc-2-derm__PF.jpg,Malignant
basal-cell-carcinoma,zoomed,../data-collection/dataset/disease-classification\basal-cell-carcinoma\zoomed\bcc-2-macro__PF.jpg,Malignant
basal-cell-carcinoma,zoomed,../data-collection/dataset/disease-classification\basal-cell-carcinoma\zoomed\bcc-7-derm__PF.jpg,Malignant
basal-cell-carcinoma,zoomed,../data-collection/dataset/disease-classification\basal-cell-carcinoma\zoomed\bcc-7-macro__PF.jpg,Malignant
basal-cell-carcinoma,zoomed,../data-collection/dataset/disease-classification\basal-cell-carcinoma\zoomed\bcc-8-derm__PF.jpg,Malignant
basal-cell-carcinoma,zoomed,../data-collection/dataset/disease-classification\basal-cell-carcinoma\zoomed\bcc-8-macro__PF.jpg,Malignant
basal-cell-carcinoma,zoomed,../data-collection/dataset/disease-classification\basal-cell-carcinoma\zoomed\bcc-9-derm__PF.jpg,Malignant
basal-cell-carcinoma,zoomed,../data-collection/dataset/disease-classification\basal-cell-carcinoma\zoomed\bcc-9-macro__PF.jpg,Malignant
basal-cell-carcinoma,zoomed,../data-collection/dataset/disease-classification\basal-cell-carcinoma\zoomed\esbcc-arm-13-wdhb-__PF.jpg,Malignant
basal-cell-carcinoma,zoomed,../data-collection/dataset/disease-classification\basal-cell-carcinoma\zoomed\sbcc-arm-11-dn2__PF.jpg,Malignant
basal-cell-carcinoma,zoomed,../data-collection/dataset/disease-classification\basal-cell-carcinoma\zoomed\sbcc-arm-24-wdhb__PF.jpg,Malignant
basal-cell-carcinoma,zoomed,../data-collection/dataset/disease-classification\basal-cell-carcinoma\zoomed\sbcc-arm-25-dn__PF.jpg,Malignant
basal-cell-carcinoma,zoomed,../data-collection/dataset/disease-classification\basal-cell-carcinoma\zoomed\sbcc-arm-3-wdhb__PF.jpg,Malignant
basal-cell-carcinoma,zoomed,../data-collection/dataset/disease-classification\basal-cell-carcinoma\zoomed\sbcc-arm-4-wdhb__PF.jpg,Malignant
basal-cell-carcinoma,zoomed,../data-collection/dataset/disease-classification\basal-cell-carcinoma\zoomed\sBCC-arm-dn-__PF.jpg,Malignant
basal-cell-carcinoma,zoomed,../data-collection/dataset/disease-classification\basal-cell-carcinoma\zoomed\sbcc-arm-dn__PF.jpg,Malignant
basal-cell-carcinoma,zoomed,../data-collection/dataset/disease-classification\basal-cell-carcinoma\zoomed\sbcc-leg-16-dn__PF.jpg,Malignant
basal-cell-carcinoma,zoomed,../data-collection/dataset/disease-classification\basal-cell-carcinoma\zoomed\sbcc-leg-2-wdhb__PF.jpg,Malignant
basal-cell-carcinoma,zoomed,../data-collection/dataset/disease-classification\basal-cell-carcinoma\zoomed\sbcc-leg-21-dn__PF.jpg,Malignant
basal-cell-carcinoma,zoomed,../data-collection/dataset/disease-classification\basal-cell-carcinoma\zoomed\sBCC-TS__PF.jpg,Malignant
basal-cell-carcinoma,zoomed,../data-collection/dataset/disease-classification\basal-cell-carcinoma\zoomed\superficial-basal-cell-carcinoma-0001__PF.jpg,Malignant
basal-cell-carcinoma,zoomed,../data-collection/dataset/disease-classification\basal-cell-carcinoma\zoomed\superficial-basal-cell-carcinoma-0002__PF.jpg,Malignant
basal-cell-carcinoma,zoomed,../data-collection/dataset/disease-classification\basal-cell-carcinoma\zoomed\superficial-basal-cell-carcinoma-0003__PF.jpg,Malignant
basal-cell-carcinoma,zoomed,../data-collection/dataset/disease-classification\basal-cell-carcinoma\zoomed\Superficial-basal-cell-carcinoma-__PF.jpg,Malignant
becker-naevus,back,../data-collection/dataset/disease-classification\becker-naevus\back\becker-naevus-0002__PF.jpg,Benign
becker-naevus,back,../data-collection/dataset/disease-classification\becker-naevus\back\becker-naevus-0006__PF.jpg,Benign
becker-naevus,back,../data-collection/dataset/disease-classification\becker-naevus\back\becker-naevus-0008__PF.jpg,Benign
becker-naevus,back,../data-collection/dataset/disease-classification\becker-naevus\back\becker-naevus-0009__PF.jpg,Benign
becker-naevus,back,../data-collection/dataset/disease-classification\becker-naevus\back\becker-naevus-0010__PF.jpg,Benign
becker-naevus,back,../data-collection/dataset/disease-classification\becker-naevus\back\becker-naevus-0015__PF.jpg,Benign
becker-naevus,back,../data-collection/dataset/disease-classification\becker-naevus\back\becker-naevus-0023__PF.jpg,Benign
becker-naevus,torso,../data-collection/dataset/disease-classification\becker-naevus\torso\becker-naevus-0001__PF.jpg,Benign
becker-naevus,torso,../data-collection/dataset/disease-classification\becker-naevus\torso\becker-naevus-0003__PF.jpg,Benign
becker-naevus,torso,../data-collection/dataset/disease-classification\becker-naevus\torso\becker-naevus-0004__PF.jpg,Benign
becker-naevus,torso,../data-collection/dataset/disease-classification\becker-naevus\torso\becker-naevus-0007__PF.jpg,Benign
becker-naevus,torso,../data-collection/dataset/disease-classification\becker-naevus\torso\becker-naevus-0011__PF.jpg,Benign
becker-naevus,torso,../data-collection/dataset/disease-classification\becker-naevus\torso\becker-naevus-0012__PF.jpg,Benign
becker-naevus,torso,../data-collection/dataset/disease-classification\becker-naevus\torso\becker-naevus-0016__PF.jpg,Benign
becker-naevus,torso,../data-collection/dataset/disease-classification\becker-naevus\torso\becker-naevus-0017__PF.jpg,Benign
becker-naevus,torso,../data-collection/dataset/disease-classification\becker-naevus\torso\becker-naevus-0022__PF.jpg,Benign
becker-naevus,zoomed,../data-collection/dataset/disease-classification\becker-naevus\zoomed\becker-naevus-0005__PF.jpg,Benign
becker-naevus,zoomed,../data-collection/dataset/disease-classification\becker-naevus\zoomed\becker-naevus-0013__PF.jpg,Benign
becker-naevus,zoomed,../data-collection/dataset/disease-classification\becker-naevus\zoomed\becker-naevus-0014__PF.jpg,Benign
becker-naevus,zoomed,../data-collection/dataset/disease-classification\becker-naevus\zoomed\becker-naevus-0018__PF.jpg,Benign
becker-naevus,zoomed,../data-collection/dataset/disease-classification\becker-naevus\zoomed\becker-naevus-0019__PF.jpg,Benign
becker-naevus,zoomed,../data-collection/dataset/disease-classification\becker-naevus\zoomed\becker-naevus-0020__PF.jpg,Benign
becker-naevus,zoomed,../data-collection/dataset/disease-classification\becker-naevus\zoomed\becker-naevus-0021__PF.jpg,Benign
bed-bugs,arm,../data-collection/dataset/disease-classification\bed-bugs\arm\bed-bug-infestation-0001__PF.jpg,Benign
bed-bugs,back,../data-collection/dataset/disease-classification\bed-bugs\back\bed-bug-infestation-0002__PF.jpg,Benign
bed-bugs,leg,../data-collection/dataset/disease-classification\bed-bugs\leg\bed-bug-infestation-0003__PF.jpg,Benign
bed-bugs,leg,../data-collection/dataset/disease-classification\bed-bugs\leg\bed-bug-infestation-0005__PF.jpg,Benign
bed-bugs,zoomed,../data-collection/dataset/disease-classification\bed-bugs\zoomed\bed-bug-infestation-0004__PF.jpg,Benign
behcet-disease,arm,../data-collection/dataset/disease-classification\behcet-disease\arm\behcet-disease-00004__PF.jpg,Benign
behcet-disease,arm,../data-collection/dataset/disease-classification\behcet-disease\arm\behcet-disease-00008__PF.jpg,Benign
behcet-disease,arm,../data-collection/dataset/disease-classification\behcet-disease\arm\behcet-disease-00009__PF.jpg,Benign
behcet-disease,arm,../data-collection/dataset/disease-classification\behcet-disease\arm\behcet-disease-00033__PF.jpg,Benign
behcet-disease,arm,../data-collection/dataset/disease-classification\behcet-disease\arm\behcet-disease-00034__PF.jpg,Benign
behcet-disease,ear,../data-collection/dataset/disease-classification\behcet-disease\ear\behcet-disease-00028__PF.jpg,Benign
behcet-disease,face,../data-collection/dataset/disease-classification\behcet-disease\face\behcet-disease-00007__PF.jpg,Benign
behcet-disease,face,../data-collection/dataset/disease-classification\behcet-disease\face\behcet-disease-00012__PF.jpg,Benign
behcet-disease,feet,../data-collection/dataset/disease-classification\behcet-disease\feet\behcet-disease-00011__PF.jpg,Benign
behcet-disease,feet,../data-collection/dataset/disease-classification\behcet-disease\feet\behcet-disease-00020__PF.jpg,Benign
behcet-disease,feet,../data-collection/dataset/disease-classification\behcet-disease\feet\behcet-disease-00032__PF.jpg,Benign
behcet-disease,genital,../data-collection/dataset/disease-classification\behcet-disease\genital\behcet-disease-00001__PF.jpg,Benign
behcet-disease,genital,../data-collection/dataset/disease-classification\behcet-disease\genital\behcet-disease-00002__PF.jpg,Benign
behcet-disease,genital,../data-collection/dataset/disease-classification\behcet-disease\genital\behcet-disease-00003__PF.jpg,Benign
behcet-disease,genital,../data-collection/dataset/disease-classification\behcet-disease\genital\behcet-disease-00005__PF.jpg,Benign
behcet-disease,genital,../data-collection/dataset/disease-classification\behcet-disease\genital\behcet-disease-00006__PF.jpg,Benign
behcet-disease,genital,../data-collection/dataset/disease-classification\behcet-disease\genital\behcet-disease-00014__PF.jpg,Benign
behcet-disease,genital,../data-collection/dataset/disease-classification\behcet-disease\genital\behcet-disease-00018__PF.jpg,Benign
behcet-disease,genital,../data-collection/dataset/disease-classification\behcet-disease\genital\behcet-disease-00019__PF.jpg,Benign
behcet-disease,genital,../data-collection/dataset/disease-classification\behcet-disease\genital\behcet-disease-00021__PF.jpg,Benign
behcet-disease,genital,../data-collection/dataset/disease-classification\behcet-disease\genital\behcet-disease-00022__PF.jpg,Benign
behcet-disease,hand,../data-collection/dataset/disease-classification\behcet-disease\hand\behcet-disease-00017__PF.jpg,Benign
behcet-disease,hand,../data-collection/dataset/disease-classification\behcet-disease\hand\behcet-disease-00030__PF.jpg,Benign
